type,text
ham,"Your One time password is 547987 for Setting MPIN to your account, It is valid for next 10 mins, Do not disclose OTP to anyone, State Bank of India."
ham,"Dear SBI UPI User, your account is debited INR 55.0 on Date 2017-10-06 09:02:02 AM by UPI Ref No 727909320610"
ham,"Dear SBI UPI User, your account is debited INR 51.0 on Date 2017-10-06 08:42:25 AM by UPI Ref No 727908307419"
ham,E-statement Alert:You have 2935 Reward Points as on Nov'17 in your State Bank Rewardz A/c. Redeem for exciting products @ StateBankRewardz.com or on app http://clk.im/Z3Ya T&C
ham,E-statement Alert:You have 2925 Reward Points as on Oct'17 in your State Bank Rewardz A/c. Redeem for exciting products @ StateBankRewardz.com or on app http://clk.im/Z3Ya T&C
ham,"550914 is your OTP (One Time Password) for State Bank Rewardz. It is valid for 20 minutes. For security reasons, do not share this password with others."
ham,E-statement Alert:You have 2648 Reward Points as on Aug'17 in your State Bank Rewardz A/c. Redeem for exciting products @ StateBankRewardz.com or on app goo.gl/jkxX1A T&C
ham,E-statement Alert:You have 2642 Reward Points as on July'17 in your State Bank Rewardz A/c. Redeem for exciting products @ StateBankRewardz.com or on app goo.gl/jkxX1A T&C
ham,Your points can take you places! Book flight tickets with 2595pts worth Rs648 in your State Bank Rewardz A/c. T&C. Book now: https://goo.gl/nANfps
ham,"SBI-You've gained 175 points last week in State Bank Rewardz a/c. Now your total points balance is 2595 points. Why wait? Redeem points NOW for exciting products & services at StateBankRewardz.com. T&C
"
ham,"Redeem points in your State Bank Rewardz A/c to get men's accessories, kitchenware & more for FREE! Visit State Bank Rewardz now mym.ax/fc9Lj T&C"
ham,E-statement Alert:You have 2252 Reward Pts as on 31May'17 in your StateBankRewardz a/c. Redeem for exciting products at StateBankRewardz.com or on APP goo.gl/jkxX1A
ham,"Redeem points in your State Bank Rewardz A/c to get men's accessories, kitchenware & more for FREE! Visit State Bank Rewardz now mym.ax/fc9Lj T&C"
ham,E-statement Alert: You have 1838 Reward Pts as on 31Jan'17 in your StateBankRewardz a/c. Download the App goo.gl/x35EKU and Sign Up to earn 100 Bonus Pts!
ham,E-statement Alert: You have 1774 Reward Pts as on 30Nov'16 in your StateBankRewardz a/c. Download the App j.mp/sbape and Sign Up to earn 100 Bonus Pts!
ham,"Dear Member, Welcome to State Bank Rewardz, India’s most rewarding loyalty program. Ur User Id is 7544895444.Enjoy the most rewarding shopping experience."
ham,You have 1547 Pts available in your State Bank Rewardz a/c as on 19Sep. Use them to buy products & services @ StateBankRewardz.com .T&C
ham,"Dear Students,
There is an Essay Writing & GD/PI Class at 3:30pm, today(15-01-18) by Manish Sir.
With Regards, 
IMS Patna."
ham,"Dear Students,
There is an Essay Writing & GD/PI Class at 3:30pm, today(15-01-18) by Manish Sir.
With Regards, 
IMS Patna."
spam,कम समय में ज़्यादा फ़ायदे वाली स्कीम से सावधान! ये धोखा हो सकती है. किसी भी स्कीम में इन्वेस्ट करने से पहले जाँच करें -सेबी द्वारा जनहित में जारी
spam,कम समय में ज़्यादा फ़ायदे वाली स्कीम से सावधान! ये धोखा हो सकती है. किसी भी स्कीम में इन्वेस्ट करने से पहले जाँच करें -सेबी द्वारा जनहित में जारी
ham,"Apologies, Neo Digital On Sa... with Order 5407558677 has been canceled.
For any queries, contact WatchJunction, Cl... on 8401234575."
ham,"Hi Arun,

We respect your privacy, your real number is shared only after you speak to the service expert. They'll call you from numbers that you might not recognize, do pick up to get your job done.

Service experts for Car rental services: 

1. Yadav Travels, Kankarbagh *** (2 ratings) 
Sulekha score 2.0
Call: +917879012738

2. Madina Tours & Travels, Arrah 
Sulekha score 1.8
Call: +917810091572

Download Sulekha app http://m.onelink.me/83621956 
- Team Sulekha"
ham,"Dear Customer, You are covered under Group Personal Accident Policy # GPA0009289 of TATA AIG General Insurance Company Ltd. for up to Rs 4,00,000/-. Toll Free no : 18002667780"
ham,"Need web developer (front & back end) at Mulund Location,website creation exp must, 
Karishma: 9689667679"
ham,Thank you for Choosing TSRTC. Journey: JBS-MANCHERIAL Service No: 8067 Driver: D ISTARI Contact No.: 7382840514 Pls report 15 before departure: 31-Jul-2017 19:10. Ph:04030102829.www.tsrtconline.in
spam,"Dear User, Rs2 bonus has been added to your TaskBucks wallet. Now get Rs2 guaranteed everyday for downloading 1st app. Open app now taskbucks.co"
spam,"Dear User, Rs2 bonus has been added to your TaskBucks wallet. Now get Rs2 guaranteed everyday for downloading 1st app. Open app now taskbucks.co"
spam,"Dear User,
Your wallet Balance is Rs16
Download any 1 app & earn Rs2 free recharge instantly.
Open app now goo.gl/ZVNaoZ"
ham,5249 is your Uber confirmation code.
ham,"Hi, your internet pack is valid for another 3 days and will end on 07.02.2018 23:59:59. Buy a data pack from MyVodafone App (www.vodafone.in/j3) or dial *111*1*5*2#"
ham,"Hello. Your 50.00 MB 3G internet pack is now active and valid till 07.02.2018 23:59:59. KapilSharma Show, AajTak & more on VodafonePlay http://bit.ly/2lR3DXQ"
ham,Your internet pack has expired. Dial *111# to buy internet packs.
ham,"Hi, your 3G/4G internet pack is valid for another 3 days and will end on 05.12.2017 23:59:59. Buy a data pack from MyVodafone App (www.vodafone.in/j3) or dial *111*1*5*2#"
ham,"Hello. Your 50.00 MB 3G internet pack is now active and valid till 05.12.2017 23:59:59. KapilSharma Show, AajTak & more on VodafonePlay http://bit.ly/2lR3DXQ"
ham,Your internet pack has expired. Dial *111# to buy internet packs.
ham,"Hi, your 3G/4G internet pack is valid for another 3 days and will end on 28.11.2017 23:59:59. Buy a data pack from MyVodafone App (www.vodafone.in/j3) or dial *111*1*5*2#"
ham,"Hello. Your 50.00 MB 3G internet pack is now active and valid till 28.11.2017 23:59:59. KapilSharma Show, AajTak & more on VodafonePlay http://bit.ly/2lR3DXQ"
ham,"Hello, your 400 MB FREE Vodafone Play Data Pack is now active and valid for 7 days. Enjoy!!"
ham,Your internet pack has expired. Dial *111# to buy internet packs.
ham,"Hi, your internet pack is now active and valid till 01.01.2017 21:47:10 .Bal 45.00 MB. Track usage on MyVodafone App (www.vodafone.in/b3) or dial *111*6*1#"
ham,Your internet pack has expired. Dial *111# to buy internet packs.
ham,"Hi, your internet pack is now active and valid till 19.12.2016 23:59:59 .Bal 100.00 MB. Track usage on MyVodafone App (www.vodafone.in/b3) or dial *111*6*1#"
ham,"One97 Communications Ltd will be transferring the Wallet business to Paytm Payments Bank Ltd on 23 May, 2017. If you wish not to continue with your Wallet with Paytm Payments Bank, you can opt out before 23 May, 2017 by sending an email to help@paytm.com"
ham,"Hi Arun Dazzling, your Paytm Order:2533607383 is Out for Delivery with tracking ID 1227172505346 By Routhu.Anil K 02049116100"
ham,Routhu.Anil (9908613888) is waiting at your address to deliver order from PayTM with AWB:1227172445648 Kindly come to receive it-Team XpressBees
ham,"Hi Arun Dazzling, your Paytm Order:2520171828 is Out for Delivery with tracking ID 1227172445648 By Routhu.Anil K 02049116100"
ham,"Dear Customer, please do not divulge any sensitive personal information to anyone via email/phone calls, eBay India doesn't ask for such information. Thank you."
ham,Request received to send Rs. 213.60 to STATE BANK OF INDIA 20283301710. Updated Wallet Balance: Rs.0.02. IMPS reference number (RRN): 801612322448
ham,Paytm has added Rs.50.00 of cashback in your Paytm wallet for your transaction at IRCTC Connect App. Updated balance: Rs.220.02.
ham,Paid Rs.4330.06 to IRCTC Connect App. Wallet txn ID:17452966125. Updated Balance:Rs.170.02. It may take 72 hrs for refund to reflect in case of cancellation/non-booking
ham,Use 277746 as your login OTP. OTP is confidential. Paytm never calls you asking for OTP. Sharing it with anyone gives them full access to your Paytm Wallet.
ham,Added Rs. 4500 to your Paytm wallet. Transaction ID: 17452911270. Current Balance: 4500.08. Upto Rs 1000 Cashback on Big Bazaar http://m.p-y.tm/big2311
ham,Added Rs. 1200 to your Paytm wallet. Transaction ID: 17225179300. Current Balance: 1200.08. Upto Rs.250 Cashback on Bus Tickets http://m.p-y.tm/bu43 .
ham,Added Rs. 2000 to your Paytm wallet. Transaction ID: 16871205388. Current Balance: 2000.19. Get Up to Rs.30 Cashback on Recharges http://m.p-y.tm/jd9
ham,imo code: 8107
ham,"Hi, your item Basics Men White Tapered Fit Smart Casual Trousers (Return No. : 16936003) is expected to be picked up today by our associate Parmendra Kumar (Ph No. : 7301780469 ). Please keep it ready in an unsealed packet."
ham,"Hi, your item Basics Men White Tapered Fit Smart Casual Trousers (Return No. : 16936003) is expected to be picked up today by our associate Parmendra Kumar (Ph No. : 7301780469 ). Please keep it ready in an unsealed packet."
ham,"Hi, your return request for Basics Men White Tapered Fit Smart Casual Trousers (Return No. : 16936003) has been successfully placed. We expect to pick this up on or before Sat, 24 Sep."
ham,MYNTRA: Hi arun kumar your shipment 135593158 and order 135593158 will be delivered by Parmendra Kumar (Phone: 7301780469) by the end of today. You can pay Rs. 999.00 for this order by cash or credit/debit card. Track your shipment at http://mynt.to/ha5Ff
ham,"MYNTRA: Hi arun kumar, your shipment 135593158 and order 135593158 has been shipped through Myntra Logistics and will be delivered to you by 21 Sep 2016. The Myntra Logistics tracking code is ML0060654090. You can track your order at http://mynt.to/ha5Ff"
ham,OTP for ozone wifi access is 151636
ham,"Dear Customer, A refund of Rs. 450.00 has been processed today against your PNR No : ABRS5929412. Refund Reason: Service Cancel. Your bank may credit the amount in 5-14 days. Abhibus.com."
ham,"Ticket Number: ABRS5929412, OperatorName: BVR Travels,complaint id: 737526 - AbhiBus Customer Care: 040-33667799"
ham,"We never ask your Card Number, Expiry Date, CVV,PIN,OTP,Password etc. Don't share these with anyone. Beware of fake emails,SMS & Phone Calls - ALLAHABAD BANK"
ham,"Dear customer, its time to go digital. Use your Allahabad Bank RuPay Debit card for all your transactions whether at POS or any e commerce site. Go Cashless."
ham,"Allahabad Bank never asks through phone/email/SMS for OTP, CVV, PIN, Password or card details. Please never share such information with anyone."
ham,"Dear Customer, your mobile number registered for Mobile Banking in Allahabad Bank is not yet activated. To activate please download the app from Play/Windows/Apple store. If you have forgotten pin, email to customercare@allahabadbank.in from your registered email id. Login/Activate now!!"
ham,"Dear Customer, Security measures have been enhanced in our Internet Banking System. Please change your login and transaction password to increase security of your account - Allahabad Bank"
ham,"Your A/c XXXXXXX1987 is debited through ATM by Rs. 2,000 Total Bal : Rs. 3,016.13 CR Clr Bal : Rs. 3,016.13 CR 02/11/2016 -- 02/11/16 19:55 - ALB"
ham,Miss you in our nearest ATM to serve you better. Grateful to you for your patronage - Allahabad Bank. -- 02/11/16 19:55 - ALB
ham,"Dear Valued Customer, To avoid any misuse of Debit Card, please change your ATM PIN as soon as possible for security reason."
ham,Arriving early: Brand New Back Rear Camera Glass Lens With Sticker/Adhesive Compatible Wit~ will be delivered by AmzAgent(7643076716). http://amzn.in/2kpwVp4
ham,Confirmed: Order for Brand New Back Re.. is successfully placed & will reach you by 06-Feb. Track: http://amzn.in/5TcgM2r or give missed call to 180030001001
ham,Delivered: Your package with Gajraj Charcoal Grey Slouchy Beanie was successfully delivered. More info at http://amzn.in/iuedWue
ham,Arriving Today: Your package with Gajraj Charcoal Grey Slouchy Beanie will be delivered by AmzAgent(7837444841).Amt: Rs.289. Track http://amzn.in/dwXrmgh
ham,Delivered: Your package with Noise Grey Wrinkled Slouchy Beanie was successfully delivered. More info at http://amzn.in/19PPzca
ham,Arriving Today: Your package with Noise Grey Wrinkled Slouchy Beanie is out for delivery.Amt: Rs.399. Track http://amzn.in/gyn2Rjg
ham,Dispatched: Your package with Noise Grey Wrinkled Slouchy Beanie will be delivered on or before 08-Aug. Track at http://amzn.in/3R00Oxs
ham,Dispatched: Your package with Gajraj Charcoal Grey Slouchy Beanie will be delivered on or before 28-Jul. Track at http://amzn.in/hio1alr
ham,Your order for Noise Grey Wrinkled Slouchy Beanie has been successfully placed. It will be delivered by 09-Aug. Thank you for shopping at Amazon.
ham,"Your package with Gajraj Charcoal Grey Slouchy Beanie was refused at the time of delivery. If you have not refused the package, please contact Amazon."
ham,Arriving Today:Gajraj Charcoal Grey Sl~ will be delivered today by AmzAgent(7091846370).Pay Rs.289 by Cash or Debit/Credit Card. Track http://amzn.in/dwXrmgh
ham,Arriving Today:Gajraj Charcoal Grey Sl~ will be delivered today by AmzAgent(7091846370).Pay Rs.289 by Cash or Debit/Credit Card. Track http://amzn.in/dwXrmgh
ham,Rs 200.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2018-02-04. Info: UPI/P2A/803519354371/charan7teja@okhdfcbank
ham,Rs 24.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2018-02-01. Info: UPI/P2A/803212303888/goog-payment@okaxis
ham,Rs 150.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-12-04. Info: UPI/P2A/733800643264malothakhilkumar@okicici
ham,Rs 28.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-12-03. Info: UPI/P2A/733715398531goog-payment@okaxis
ham,Rs 1000.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-12-02. Info: UPI/P2A/733615482534reddysadvika36@okaxis
ham,Rs 1000.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-29. Info: UPI/P2A/733310372559/manohar9600@okicici
ham,Rs 450.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-27. Info: UPI/P2A/733117272077/malothakhilkumar@okicici
ham,Rs 210.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-16. Info: UPI/P2A/732017352392/manohar9600@okicici
ham,Rs 240.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-13. Info: UPI/P2A/731714795970/imgauti3@okhdfcbank
ham,Rs 23.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-11. Info: UPI/P2A/731509178962/goog-payment@okaxis
ham,Rs 512.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-11. Info: UPI/P2A/731509701672/manohar9600@okicici
ham,Rs 50.00 credited to account XXXXX1710 of SBIN linked to dazzlingarun2@okaxis on 2017-11-02. Info: UPI/P2A/730609020693/imgauti3@okhdfcbank
ham,"Hi Arun Kumar,

Booking ID: VTMH0075NR9TM2.
Seats: Reserved Class: D5, D6.

2 seat(s) for MCA (Middle Class Abbayi) (U/A) on Thu, 21 Dec, 2017 06:00pm

at Sri Venkateswara Talkies: Mancherial(Sri Venkateshwara Talkies).

Please carry your CC/DC card which was used for booking tickets."
spam,"Your MyWallet is active, congrats!

To enjoy single-click checkouts, recharge now.

Go to MyWallet in 'Profile' section on desktop & 'You' tab on app."
ham,Your transaction is still in process. We are yet to receive a response from the bank/cinema. Please wait for few minutes.
ham,"Hi 7544895444, you have been invited by sai for M.S. Dhoni: The Untold Story (U) on Fri, 30 Sep, 2016 6:40pm at Fun Cinemas: Regent Theatre (Screen 1). Enjoy the show!"
spam,"Use code SUPERSEPT to avail your discount of INR 50% capped at a whopping INR 200! With PINK & Raaz Reboot now out in theatres, book your tickets today! Use only your registered email id - dazzlingarun2@gmail.com. Kindly ignore if already redeemed."
spam,"BEWAKOOF.COM: All new edits in Bomber Jackets for Men & Women. Upgrade your wardrobe with the best of Topwear.
Shop Men: bit.ly/Tp-M
Shop Women: bit.ly/Tp-W"
spam,"BEWAKOOF.COM: Just In: New styles & colors in Men's Shirts and new graphics added to Women's T-shirt collection!
Shop Men: bit.ly/Sh_M
Shop Women: bit.ly/TS_W"
ham,"Hello, we have shipped your order #4833693 - Classic MaroonMen's Plain Vests, through Blue Dart and your tracking number is 79033288806. Kindly allow 24hrs for the tracking link to be active."
ham,Thank you for shopping at Bewakoof.com. We have received your order request for The Flash Moto G4 Plus Phone Case and 1 more item(s). Please note that your order will be split and dispatched separately to facilitate delivery. Check your email for more details.
ham,Hi arun! You have left some items in your Shopping Cart. Order now before they go out of stock! You can simply resume your purchase at: https://bit.ly/2aL9onE
ham,We are delighted to inform you that a cashback of Rs.187.0 has been credited to your Bewakoof wallet against order Id 4785673. Happy Shopping!
ham,"Hello, we have shipped your order #4785677 - Mint Green PlainMen's Plain Vests, through Fedex Express and your tracking number is 784175405131. Kindly allow 24hrs for the tracking link to be active."
ham,Your login OTP for bewakoof.com is 4240. Do not share this password with anyone.
spam,Ride in Ola Share at flat Rs30 using share pass. Claim your free share pass by clicking here http://bit.ly/olausers1
spam,"SNAP 2017 Score Calculator is LIVE. Give us quick estimate of your correct and incorrect attempts so that we can generate your Scorecard. 
https://goo.gl/xtKTcW"
spam,"Focus on XAT and SNAP with CL's Night Class workshop designed to help you ace XAT and SNAP. Register Now for an Intro Session at 9.30pm today.
goo.gl/NVgrDz"
spam,"CAT sectional percentile predictor & memory-based paper for slot 1 & slot 2 are live now!
http://www.careerlauncher.com/cat/"
spam,"CAT Slot 2: 99%ile at a score of around 36-38 for DILR, around 65 for Quant. around 66 VARC. Expected score for 99%ile is 155-160. goo.gl/jFNQSe"
ham,"Your A/C XXXXX301710 Credited INR 8,000.00 on 07/02/18 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 8,458.23"
ham,"Your A/C XXXXX301710 Credited INR 8,000.00 on 20/01/18 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 8,847.23"
ham,"Your A/C XXXXX301710 Credited INR 40,000.00 on 03/01/18 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 40,114.15"
ham,"Your A/C XXXXX301710 has a debit by transfer of Rs 12.00 on 19/12/17. Avl Bal Rs 3,672.89.Download Buddy@ http://goo.gl/qUlXqL"
ham,"Your A/C XXXXX301710 Credited INR 4,000.00 on 14/12/17 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 4,548.62"
ham,"Your AC XXXXX301710 Debited INR 23.60 on 30/11/17 -MAB SB Debit . Avl Bal INR 1,223.60.Plz download Buddy"
ham,"Your A/C XXXXX301710 Credited INR 2,500.00 on 27/11/17 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 2,594.00"
ham,"Your AC XXXXX301710 Credited INR 6,000.00 on 08/11/17 -REVERSE ATM WDL . Avl Bal INR 9,050.86.Plz download Buddy"
ham,"Your AC XXXXX301710 Debited INR 25.00 on 30/09/17 -CDM CHARGE DR . Avl Bal INR 1,517.96.Plz download Buddy"
ham,"Your A/C XXXXX301710 Credited INR 1,500.00 on 30/09/17 -Deposit of Cash at S5NE018190621 ATM. A/c Balance INR 1,517.96"
ham,"Your A/C XXXXX301710 has a debit by transfer of Rs 15.00 on 18/09/17. Avl Bal Rs 2,326.80.Download Buddy@ http://goo.gl/qUlXqL"
ham,"Your AC XXXXX301710 Debited INR 29.50 on 31/08/17 -MAB SB Debit . Avl Bal INR 1,545.56.Plz download Buddy"
ham,"Your A/C XXXXX301710 Credited INR 300.00 on 09/08/17 -Deposit by transfer from Mr. RACHURI CHAKRAV. A/C Bal INR 1,086.86"
ham,"Your A/C XXXXX301710 Credited INR 14,000.00 on 21/07/17 -Deposit of Cash at S5NE018190621 ATM. A/c Balance INR 90,741.58"
ham,"Your A/C XXXXX301710 Credited INR 49,000.00 on 18/07/17 -Deposit of Cash at S5NE018190621 ATM. A/c Balance INR 97,283.10"
ham,"Your AC XXXXX301710 Debited INR 25.00 on 18/07/17 -CDM CHARGE DR . Avl Bal INR 97,283.10.Plz download Buddy"
ham,"Your AC XXXXX301710 Debited INR 25.00 on 18/07/17 -CDM CHARGE DR . Avl Bal INR 48,308.10.Plz download Buddy"
ham,"Your A/C XXXXX301710 Credited INR 47,500.00 on 18/07/17 -Deposit of Cash at S5NE018190621 ATM. A/c Balance INR 48,308.10"
ham,"Your A/C XXXXX301710 Credited INR 33,000.00 on 05/07/17 -Deposit by transfer from VUTNOORI RAVINDER . A/C Bal INR 34,588.10"
ham,"Your A/C XXXXX301710 Credited INR 45,000.00 on 29/06/17 -Deposited by Cash by SELF . A/C Bal INR 46,599.60"
ham,"Your AC XXXXX301710 Debited INR 25.00 on 07/04/17 -CDM CHARGE DR . Avl Bal INR 10,023.94.Plz download Buddy"
ham,Your A/C XXXXX301710 has a debit by%A0transfer of Rs 15.00 on 21/12/16. Avl Bal Rs 965.63.Download Buddy@ http://goo.gl/qUlXqL
spam,This is for all Food Lovers..! Get Rs100 OFF at Foodpanda at Rs9 Only. To get offer code click http://m.mydelights.in/pr/16
ham,Your FROOGALTECH shipment with AWB Number 1248710271574 & Order no. 3915052017 is out for delivery. Please keep Rs 500.0 cash ready. For any queries contact us at (0124) 6719500 Track on mobile: http://goo.gl/gbFbJK
spam,"Try Specialty Chicken starting @99 at the All New DOMINO'S. Chicken couldn't get any better - Saucy, Juicy & Baked to perfection. Order@ 68886888/ goo.gl/CQThqp"
spam,IND vs PAK: The clock's ticking! Go to https://goo.gl/9M9YQM to pick your Dream11 & experience this epic rivalry like never before! Deadline hits at 2pm IST
ham,"Dear Customer, your consignment with tracking number K04632679 has been booked. Track your parcel at undefined . The reference number for this transaction is 120027656808."
ham,"Out for Delivery: Rodid Solid Mens Round... with tracking ID FMPP0117332990 from flipkart.com, will be delivered before 7pm today by an EKART Wish Master (call 09708023000, PIN 193)."
ham,"Delivered: Adidas DURAMO SLIDE MA... with tracking ID FMPC0163567029 from flipkart.com was delivered, today. Click to give feedback: http://ekrt.it/p1K17TuuuN"
ham,"Delivery Scheduled: Adidas DURAMO SLIDE MA... with tracking ID FMPC0163567029 from flipkart.com, will be delivered tomorrow. You can change your delivery preferences before it is out for delivery, here: http://ekrt.it/QQDGV!NNNN"
spam,"Dear Customer, Avail free cleaning/polishing of your old non-Tanishq & Tanishq gold jewelry at all Bihar stores till 30 Jul. T&C. Find us http://bit.ly/2ag8jEx"
ham,"Dear Titan encircle member, If there is a change in your mobile no, Please update your registered mobile number with us by calling 18001084826 to avoid misuse."
ham,"Your shipment 200261175 ordered on WWW.AMAZON.COM will be delivered by us today. Regards, Ecom Express"
spam,Recharge reminder! Time to top-up your Airtel - 9866589749. Recharge now with Freecharge (http://bit.ly/2giRIEi). Ignore if already done. 10% cashback on recharges. https://frch.in/TEN
ham,Recharge successful! Rs 30 recharged for 9866589749.Dial *123# for balance.Operator ref:364443531.Rs.50 cashback on electricity bill of Rs.500 using code POWER50. https://frch.in/P50
ham,Recharge successful! Rs 70 recharged for 7544895444.Dial *111# for balance.Operator ref:BR0033320098.Flat Rs.100 Cashback on Bookmyshow http://frch.in/BMS
spam,Recharge reminder! Time to top-up your Vodafone - 7544895444. Recharge now with Freecharge (http://bit.ly/2eIsk5g). Ignore if already done. 10% cashback on adding money.https://frch.in/nocash
ham,Voila! Rs. 10 has been credited to your Freecharge Balance for surprise cashback. Valid till 185 days. View your updated wallet balance here: https://frch.in/wb
ham,"Order Update: Sorry, your order for Rodid S... has been delayed and will be delivered by Friday Nov 03, 2017. Please check email for more details."
ham,"Shipped: Your Rodid Solid Men's Roun... with order id OD110422125384462000 has been shipped and will be delivered by Monday, Oct 30, 2017. You will receive another SMS when the Wishmaster is out to deliver it. Track your shipment here http://fkrt.it/uzHYa!NNNN"
ham,"Order Placed: Your order for Young Trendz Self Desi...+1 more product with order id OD110422125384462000 amounting to Rs.728 has been received. You can expect delivery by Fri 13, Oct 2017. We will send you an update when your order is packed/shipped.You can manage your order here http://fkrt.it/7NgJD!NNNN ."
spam,"Rs. 200 credited to your Fynd Cash.*Expires in 3 Hours
Get 15% SUPERCASH on Mobikwik
Shop Now! https://go.fyndi.ng/pfv"
spam,"Rs. 200 credited to your Fynd Cash.*Expires in 3 Hours
Total Bal: Rs. 200
Get 15% SUPERCASH on Mobikwik
https://go.fyndi.ng/bgd"
spam,"Yay! Everything Under 999!
Shop high street brands like Celio, Globus, Cotton World & more!
Use Fynd Cash Bal. Rs.200
https://go.fyndi.ng/sn"
spam,"All New SimCAT Review with VIDEO SOLUTIONS now available! If you have taken SimCAT 1, check the review mode to view."
ham,Congratulations! You have been shortlisted for the interview round of Internshala Student Partner 8.0. Check your email for more details and next steps.
ham,BuyersGoHappy Marketing Private Limited has sent you an email regarding your internship application with them. Please check your email and reply asap.
ham,Use 306331 as your login OTP. OTP is confidential. Paytm never calls you asking for OTP. Sharing it with anyone gives them full access to your Paytm Wallet.
spam,Get meal of your choice delivered on your seat. To order log on to ecatering.irctc.co.in or download food on track mobile app by clicking goo.gl/38IYch.
ham,"PNR:2815202581,TRAIN:12511,DOJ:23-07-17,3A,CNB-MCI,Dep:13:22,
RAVINDER,TQWL 1,
Fare:1885,SC:0.0+PG+INS
"
ham,"PNR-8200432918
Trn:11401
Dt:23-12-2017
Frm CSTM to ADB
Cls:SL
P1-S3,17
P2-WL,91
Chart Prepared"
ham,"PNR-6608934599
Trn:07008
Dt:15-12-2017
Frm GAYA to MCI
Cls:3A
P1-CNF
P2-CNF
P3-CNF
Final status may change after charting"
ham,"PNR-6608934599
Trn:07008
Dt:15-12-2017
Frm GAYA to MCI
Cls:3A
P1-CNF
P2-CNF
P3-RC,1
Final status may change after charting"
ham,Attn. Taxpayers! Due date for filing of Income Tax Return for FY 2016-17 has been extended upto 05.08.2017.PAN can be linked with AADHAR upto 31.08.2017-ITDEPT
ham,1530 is Your One Time Password for request placed on IndiaMART
spam,"Top brands at FLAT Rs.999! Shop Tommy Hilfiger, UCB, Dorothy Perkins, U.S. Polo Assn. & more! Grab all that you can till 2 pm today! Hurry! http://msg.mn/mOVzE0"
ham,"Out for Delivery: Your Jabong shipment of Polos & Tees, tracking ID MLJP2330913, will be delivered today by ML (Phone: 9905346832)."
spam,"OMG! REEBOK @FLAT 1499 till 2 PM!! Need we say more? Run guys Run! You might not get a second chance!
http://msg.mn/5IyFbG"
ham,"Dear Customer, Now is the time to redeem your Rs. 50 Jio voucher! Use it on your next recharge of Rs.309 or more using JioMoney. To redeem, click bit.ly/2tiDb2a"
ham,"Thank you! Now you are a registered user of Just Dial.
On visiting Justdial.com log in with the below credentials.
Your Login is: 7544895444
Your Password is: justdial"
spam,"Kotak introduces 811 - a digital savings account. Get Zero Balance Banking, interest up to 6% p.a. in just 5 min http://bit.ly/Kotakm4 T&C apply"
spam,"Kotak introduces 811 - a digital savings account. Get Zero Balance Banking, interest up to 6% p.a. in just 5 min http://bit.ly/Kotakm1 T&C apply"
ham,OTP for KrazyBee registration is 9107. OTP will expire in 3 mins
ham,Your account is credited with Rs.1000. Use voucher- WEEKEND on Eyeglasses above Rs.1995 *TnC at http://msg.gd/s/Lxdavq/tzKqYx Optout sms LENS 567678
ham,"DEAR STUDENT-JAIPURIA INSTITUTE OF MANAGEMENT""CONDUCTING GDPI @ ALL CAMPUSES (LKO/NOIDA/GHAZIABAD/INDORE)-FOR DETAILS/GDPI VENUE/DATES-CALL/WHATSAPP-7060958690"
ham,855452 is the OTP to complete your MobiKwik wallet txn for amount Rs. 1604.87 at iiftadmissions.net.in. Happy Shopping !
ham,G 4GX9 Thanks for registering with firstnaukri.com. To verify your mobile number fwd this SMS to 5607055
ham,Your Netflix verification code is 225127.
spam,NMAT Cutoffs Declared! Profile Based PI Rounds in Mumbai for 2018-20 MBA Batch at Athena School of Management. Visit http://bit.ly/2rqYJci Now!
ham,We have received the LED Hand Spinner Fid... to be returned to Paytm against Order# 3611904169. The NuvoEx pick-up AWB is PTM40173555. Use the Refund code GUGN4PGH on Paytm App/Web to process refund of your returned item instantly.
ham,"Out for Pickup: Your Paytm 3611904169 LED Hand Spinner Fid... is expected to be picked up today by Mohammad Akbar Pasha, mob(8919380771). Please keep item ready with shipped accessories."
ham,Sorry! Your Ola Share booking OSN566561451 has been cancelled as driver was unable to serve you this time. Please try booking again.
ham,Randhir Kumar (8405832107) is on the way in a White Indigo BR01CC8672. Please reach Danapur Station Parking to board your cab. You're paying Rs. 311 for this ride. Share OTP 9619 only on boarding cab
